"theta","learner","rep","var_ratio","p_het","theta_hat","theta_bias"
1.5,"nnet_d0.01",29,1.01963373025341,0.772912804856785,1.45098957055971,-0.0490104294402895
1.5,"nnet_d0.01",30,0.987208714780182,0.838728414933269,1.69515387616437,0.195153876164373
1.5,"nnet_d0.01",31,0.956630411095166,0.491389870885401,1.66318458257726,0.163184582577258
1.5,"nnet_d0.01",32,0.952670585810903,0.452815642282157,2.02442546195787,0.524425461957873
1.5,"nnet_d0.01",33,0.833131264885341,0.00503374474201473,1.52452179435738,0.0245217943573781
1.5,"nnet_d0.01",34,0.898957874925322,0.100327056585432,1.88673716138827,0.386737161388266
1.5,"nnet_d0.01",35,0.907535854580335,0.136556597263431,1.51362658440115,0.0136265844011532
1.5,"nnet_d0.01",36,0.924293545668408,0.225042557772524,1.51228315276811,0.012283152768108
1.5,"nnet_d0.01",37,0.956293321759223,0.49214392304647,1.82200950984723,0.322009509847232
1.5,"nnet_d0.01",38,1.01397087738192,0.836343900517655,1.69822177994616,0.19822177994616
1.5,"nnet_d0.01",39,0.974227522583751,0.684022021132756,2.11226905689861,0.612269056898606
1.5,"nnet_d0.01",40,0.850082874331385,0.0118509873889872,1.42265874801406,-0.0773412519859438
1.5,"nnet_d0.01",41,0.897394068987206,0.0955895035245368,1.52076472046449,0.0207647204644876
1.5,"nnet_d0.01",42,0.968028947612376,0.618272590322361,1.4385863961596,-0.0614136038403996
1.5,"nnet_d0.01",43,1.00817598723015,0.904058972945419,1.96918903183109,0.469189031831088
1.5,"nnet_d0.01",44,0.990054538717693,0.873480579864694,1.97150104671073,0.471501046710728
1.5,"nnet_d0.01",45,1.02906988951626,0.664873486456749,1.70118079599718,0.201180795997178
1.5,"nnet_d0.01",46,1.06654193225763,0.323042423839489,1.24039443727977,-0.259605562720231
1.5,"nnet_d0.01",47,1.04983599133159,0.460469682018421,1.607463526016,0.107463526015998
1.5,"nnet_d0.01",48,0.801199347334069,0.000638418489826687,1.67192943948961,0.171929439489608
1.5,"nnet_d0.01",49,1.05892936203086,0.385685189237041,1.94041572147369,0.440415721473692
1.5,"nnet_d0.01",50,1.00654249521021,0.92521390277819,1.52645102033711,0.0264510203371062
1.5,"nnet_d0.01",51,1.06128621125721,0.369725539013745,1.55133532260046,0.05133532260046
1.5,"nnet_d0.01",52,1.04060601923967,0.548341502321551,2.06154887486023,0.561548874860228
1.5,"nnet_d0.01",53,0.970449635176623,0.640051011264045,1.75222648464785,0.252226484647847
1.5,"nnet_d0.01",54,0.893252194483625,0.0817219078788092,1.29022666797177,-0.209773332028231
1.5,"nnet_d0.01",55,0.980332668971237,0.754612265049122,1.74977723176761,0.249777231767606
1.5,"nnet_d0.01",56,0.868991192076525,0.030329610454306,1.74393190280284,0.243931902802837
1.5,"nnet_d0.01",57,0.981012035702557,0.763859384623629,1.46143628205578,-0.0385637179442209
